# $Id$
# $Rev$
# $LastChangedBy$
# $LastChangedDate$
#
# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    (bt <= 15.5 and objtype='G' and logd25 between 1.0 and 2.5) 
# OR (objname in ('PGC008328', 'PGC008340', 'PGC008330'))
#
# Display the fields:              objname as NAME,al2000*15 as ra,de2000 as dec, logd25, logr25, pa, bt
# Order by:                        al2000
# Description of each column
# objname as NAME: ----- Object name
# al2000*15 as ra: ----- Right ascension (deg)
# de2000 as dec: ------- Declination (deg)
#  logd25: ------------- Log10 diameter (0.1 arcmin) at mu=25 mag/asec^2
#  logr25: ------------- Log10 major-minor axis ratio
#  pa: ----------------- Position Angle
#  bt: ----------------- Total B-band magnitude
#-----,---,----,-------,-------,---,---
# name, ra, dec, logd25, logr25, pa, bt
#-----,---,----,-------,-------,---,---
NGC4449,187.0462605,44.093628,1.668,0.235,50.85,9.501
PGC040984,187.0588755,44.4532911,1.101,0.212,137.27,14.879
IC3381,187.06209,11.7898439,1.077,0.135,103.78,13.943
NGC4448,187.0643985,28.6203152,1.2,0.185,,12.035
NGC4445,187.0664325,9.436304,1.404,0.709,104.76,13.565
UGC07590,187.0782555,8.7294971,1.066,0.356,171.09,14.286
ESO322-017,187.1049975,-38.4874574,1.071,0.435,118.3,15.29
IC3391,187.113807,18.4150771,1.014,0.097,70.51,13.663
ESO506-011,187.1139495,-24.6368738,1.111,0.554,175.75,15.269
UGC07599,187.117059,37.2348128,1.27,0.275,130.23,14.921
ESO322-018,187.1217915,-38.2422222,1.001,0.199,39.93,14.81
NGC4450,187.1229825,17.0848985,1.737,0.16,172.68,10.815
UGC07596,187.1413575,8.6396393,1.18,0.375,134.76,14.733
NGC4444,187.151625,-43.26175,1.356,0.089,67.57,13.065
UGC07605,187.161273,35.717594,1.08,0.241,17.45,14.778
NGC4451,187.16892,9.2589166,1.131,0.199,166.41,13.316
IC3393,187.1738025,12.9158739,1.04,0.357,131.73,14.937
IC3392,187.180263,14.9994368,1.415,0.373,39.2,12.992
NGC4452,187.180431,11.7550524,1.526,0.751,32.12,12.786
NGC4455,187.1837535,22.8208014,1.206,0.458,15.7,13.119
UGC07608,187.1852325,43.224294,1.536,0.052,90,13.703
NGC4460,187.1898555,44.8642038,1.594,0.571,39.78,12.404
SDSSJ122848.76+445208.6,187.203159,44.8690631,1.267,0.507,5.14,14.641
NGC4454,187.211448,-1.9392401,1.336,0.037,,12.776
UGC07607,187.2179385,4.2930955,1.269,1.078,54.54,15.361
NGC4484,187.219515,-11.6520865,1.102,0.062,71.5,14.215
NGC4458,187.239837,13.2419028,1.201,0.03,,12.906
NGC4457,187.245915,3.5705985,1.446,0.072,78.5,11.424
NGC4459,187.250178,13.9785204,1.62,0.12,108.75,11.299
UGC07612,187.2593655,2.722862,1.261,0.309,142.74,14.568
NGC4461,187.262502,13.1838357,1.558,0.467,8,11.916
UGC07617,187.276041,44.6552208,1.332,0.767,66.82,15.332
ESO322-019,187.2789315,-40.6729205,1.162,0.75,115.69,14.876
ESO322-020,187.3035465,-40.6920444,1.081,0.074,110.01,14.293
NGC4462,187.3380255,-23.1665914,1.556,0.432,123.66,12.792
NGC4464,187.3387305,8.1565929,1.006,0.127,10.55,13.424
IC3413,187.343769,11.4338512,1.081,0.233,164,14.362
IC0796,187.3597065,16.4047686,1.164,0.498,144.66,13.793
NGC4469,187.366731,8.7500419,1.457,0.434,87.32,11.997
ESO268-011,187.369209,-46.7350556,1.086,0.221,177.32,15.182
NGC4468,187.3787205,14.0490901,1.188,0.19,72.41,13.791
PGC041184,187.401834,-8.4354167,1.073,0.322,162.47,14.65
NGC4470,187.407519,7.8241102,1.108,0.171,1.15,13.065
IC3418,187.432707,11.4037021,1.122,0.168,67.8,14.293
ESO380-035,187.433946,-33.1433903,1.051,0.047,109.8,14.87
UGC07635,187.438986,56.8263465,1.111,0.291,100.22,14.376
NGC4472,187.444536,7.999724,2.009,0.086,156.4,9.346
NGC4475,187.448214,27.2433345,1.04,0.256,9.11,14.559
NGC4481,187.452429,64.0333198,1.089,0.374,145.89,14.764
NGC4473,187.4536065,13.4294672,1.63,0.23,100,11.047
UGC07639,187.4722485,47.5308903,1.258,0.272,149.68,14.422
NGC4474,187.473165,14.0686042,1.368,0.173,79.27,12.444
NGC4476,187.496226,12.3486489,1.23,0.17,27.38,13.103
UGC07636,187.5025005,7.9294,1.005,0.168,5.2,14.697
NGC4477,187.5091695,13.6364183,1.568,0.06,25.68,11.269
NGC4482,187.5430845,10.7795011,1.178,0.249,136.92,13.69
PGC041275,187.549359,47.0062715,1.039,0.019,,14.998
PGC041291,187.567041,-8.3971944,1.22,0.033,,14.21
PGC041292,187.568916,8.5239722,1.01,0.56,153,15.097
IC3430,187.5701055,9.0852432,1.044,0.46,111.58,15.426
NGC4478,187.5725385,12.3286079,1.243,0.089,144.47,12.221
NGC4479,187.576569,13.5776035,1.155,0.058,13.9,13.482
UGC07644,187.5862305,3.7401649,1.303,0.631,50.39,14.622
NGC4480,187.6116015,4.246492,1.277,0.29,173.48,13.105
NGC4485,187.629981,41.7008037,1.303,0.177,1.66,12.33
NGC4490,187.651425,41.6439942,1.827,0.61,133.1,9.761
IC3435,187.6660635,15.1297735,1.131,0.459,141.01,15.202
NGC4483,187.6693575,9.0156651,1.218,0.288,70.18,13.09
UGC07659,187.686459,57.3002882,1.006,0.336,138.5,14.839
NGC4486,187.706364,12.3905194,1.852,0.028,,9.652
NGC4488,187.7140815,8.3600991,1.44,0.562,167.14,12.902
NGC4489,187.7176935,16.7588163,1.236,0.042,,12.962
NGC4491,187.738002,11.4834452,1.214,0.28,147.07,13.377
ESO442-001,187.747713,-32.3876237,1.188,0.785,59.9,15.189
NGC4492,187.7488785,8.0778443,1.325,0.052,64.5,12.635
ESO172-004,187.758354,-55.137375,1.123,0.33,67.01,14.5
NGC4487,187.7685975,-8.0538622,1.539,0.261,74.23,11.762
UGC07661,187.7782665,52.4143297,1.076,0.303,59.3,15.48
NGC4493,187.784853,0.6137534,1.182,0.31,139.05,14.717
NGC4500,187.8422505,57.9646667,1.184,0.159,134.95,13.118
NGC4495,187.845363,29.1364417,1.128,0.373,131.98,14.107
NGC4494,187.8501255,25.7749722,1.638,0.022,,10.683
NGC4497,187.885539,11.6246975,1.3,0.286,62.43,13.184
NGC4496A,187.9135455,3.939608,1.528,0.084,67.5,12.111
NGC4498,187.9147605,16.8527934,1.459,0.273,131.26,12.761
NGC4496B,187.9202775,3.9264185,1.021,0.064,112.2,14.524
PGC041463,187.9265805,20.4816553,1.023,0.151,141.22,15.211
NGC4510,187.946697,64.2337753,1.164,0.24,151.48,14.067
ESO218-008,187.9736055,-51.7476834,1.43,1.187,28.42,15.45
IC0797,187.978236,15.1239216,1.041,0.166,105.16,13.557
ESO268-014,187.9790205,-46.1359583,1.058,0.385,152.29,15.39
IC3459,187.983156,12.1740266,1.044,0.108,163.02,14.911
UGC07673,187.9939215,29.7097638,1.195,0.044,57.38,15.361
NGC4501,187.997064,14.4200354,1.937,0.296,138.25,10.245
NGC4513,188.006316,66.3326096,1.313,0.184,15.72,13.986
ESO268-015,188.0072505,-44.7815139,1.077,0.032,,14.729
NGC4502,188.013627,16.6876973,1.016,0.283,42.66,14.564
NGC4499,188.020584,-39.9824444,1.304,0.193,101.91,13.966
NGC4503,188.025891,11.1764134,1.541,0.341,11.5,11.946
NGC4506,188.043786,13.4196232,1.212,0.166,107.28,13.565
IC3468,188.0592135,10.2514623,1.108,0.046,170.2,13.885
PGC041556,188.072595,47.3371276,1.097,0.215,42.72,15.02
NGC4504,188.0726955,-7.5633894,1.502,0.208,162.99,12.12
IC3473,188.0795775,18.2446996,1.021,0.175,37.13,14.405
IC3471,188.0951175,16.0188476,1.002,0.237,0.87,15.491
ESO064-007,188.110272,-68.3367257,1.061,0.16,104.33,14.6
UGC07690,188.112132,42.7040812,1.136,0.058,44.31,13.127
NGC4517A,188.1165195,0.3904251,1.311,0.321,30.07,12.803
UGC07688,188.1349005,8.0453997,1.28,0.57,105,14.355
PGC041598,188.1506505,18.0231045,1.081,0.417,150.06,15.342
IC3474,188.1520995,2.6612999,1.355,0.761,42.55,14.571
IC3475,188.1701205,12.7710145,1.192,0.08,84.5,14.09
IC3476,188.174391,14.0505168,1.224,0.151,27.64,13.306
NGC4437,188.1894825,0.1145302,1.955,0.803,84.37,11.186
NGC4521,188.198613,63.9392102,1.41,0.711,166.24,12.975
UGC07699,188.2004235,37.6222276,1.556,0.558,32.48,13.249
UGC07697,188.2151895,20.1835661,1.045,0.641,98.12,15.091
UGC07698,188.227272,31.5415345,1.8,0.155,173,13.101
NGC4515,188.2706895,16.2655117,1.13,0.104,5.64,13.349
NGC4516,188.2814025,14.574935,1.244,0.258,175.46,13.527
NGC4518,188.298996,7.85161,1.073,0.308,179.48,14.532
ESO442-003,188.354706,-31.3628693,1.099,0.195,53.87,14.489
NGC4519,188.376054,8.6547153,1.368,0.119,147.33,12.379
PGC041725,188.4040515,-4.8848155,1.321,0.766,135.5,15.23
NGC4522,188.4154305,9.1748628,1.545,0.588,34.49,12.925
IC3499,188.4370935,10.9953,1.208,0.462,124.85,14.133
IC0801,188.437542,52.2547222,1.04,0.077,55,14.741
UGC07710,188.4392925,-2.6494539,1.11,0.05,105,15.023
NGC4523,188.4504705,15.1684445,1.095,0.035,,13.915
ESO380-042,188.451633,-35.1147569,1.046,0.048,75.17,14.802
ESO380-043,188.454396,-37.7553472,1.002,0.236,52.9,15
NGC4525,188.46306,30.2775211,1.301,0.288,53,12.982
NGC4524,188.476572,-12.0275518,1.096,0.252,79.67,14.235
PGC041743,188.4808335,-10.6796111,1.16,0.329,91.99,15.36
IC0800,188.486163,15.3547244,1.178,0.136,151.01,13.745
UGC07719,188.5022445,39.019261,1.21,0.456,169.49,15.172
NGC4526,188.512545,7.6992614,1.842,0.449,138,10.553
NGC4534,188.5224885,35.5183016,1.444,0.228,119.74,13.154
NGC4528,188.5253535,11.3212276,1.203,0.27,5,12.885
IC3508,188.5289175,26.6708122,1.011,0.031,,15.416
ESO506-019,188.530938,-26.2885389,1.104,0.415,122.86,14.584
NGC4527,188.5352505,2.653794,1.799,0.564,69.49,11.333
IC3509,188.5480245,12.0489745,1.003,0.143,68.85,15.167
NGC4531,188.566191,13.0753867,1.481,0.186,155.34,12.359
NGC4532,188.580624,6.4680482,1.397,0.453,161.4,12.226
NGC4535,188.584509,8.1979829,1.911,0.037,,10.564
NGC4533,188.591772,2.3254512,1.259,0.629,164.61,14.247
NGC4536,188.612838,2.1879496,1.85,0.444,120.71,11.068
IC3517,188.6287545,9.1545147,1.063,0.206,15.72,15.3
IC3518,188.630391,9.6234219,1.119,0.383,37.17,14.792
NGC4545,188.6422935,63.5250546,1.386,0.25,9.46,13.141
NGC4539,188.644746,18.2026639,1.437,0.403,94.01,12.908
IC3521,188.6646,7.1601572,1.144,0.132,21.38,13.744
PGC041849,188.6694855,44.3955552,1.001,0.388,118.02,15.084
ESO322-027,188.678688,-40.3005556,1.151,0.12,152.34,13.49
UGC07739,188.6877,6.3009,1.097,0.038,,14.721
IC3522,188.6905005,15.2206698,1.034,0.27,92.87,15.411
ESO322-028,188.69124,-42.5334391,1.149,0.426,118.96,14.42
PGC041869,188.6949165,47.7589197,1.177,0.295,86.66,15.308
ESO268-022,188.703369,-44.7354592,1.074,0.325,165.7,14.64
NGC4542,188.7037755,50.8051494,1.127,0.247,21.37,15.201
IC3530,188.7055815,17.8142596,1.243,0.158,132.62,14.533
NGC4540,188.711775,15.551327,1.341,0.079,43.33,12.315
NGC4547,188.716032,58.9167845,1.075,0.11,38.27,15.01
ESO380-046,188.7425835,-36.8669722,1.013,0.123,177.7,14.92
UGC07750,188.78874,29.7441774,1.01,0.417,142.79,14.915
NGC4541,188.7946425,-0.2213951,1.211,0.407,91.14,13.943
NGC4543,188.8343025,6.1151166,1.009,0.213,178.11,14.268
PGC041927,188.848041,-4.8943333,1.065,0.32,,14.14
NGC4548,188.8603635,14.4960731,1.744,0.089,150,10.935
NGC4546,188.87292,-3.7932564,1.499,0.254,89.68,11.344
UGC07752,188.876538,-2.3270203,1.111,0.524,4.57,15.237
NGC4550,188.87739,12.2208991,1.499,0.649,178.67,12.451
NGC4562,188.894073,25.8495815,1.285,0.48,49.43,14.372
NGC4544,188.902527,3.0345639,1.285,0.509,162.53,13.842
NGC4507,188.902563,-39.9092917,1.137,0.066,49.84,13.016
PGC041965,188.907204,-7.8768707,1.37,0.402,,14.46
NGC4551,188.908161,12.2639835,1.233,0.132,67.13,12.852
NGC4552,188.9160405,12.5562424,1.91,0.007,,10.678
NGC4555,188.921742,26.5231275,1.145,0.126,121.39,13.397
NGC4572,188.9393595,74.242585,1.167,0.54,168.26,14.819
NGC4556,188.94105,26.9089242,1.117,0.179,80.72,14.236
PGC041989,188.9623215,-13.0899343,1.218,0.565,133,14.96
PGC041982,188.9810145,-2.9018431,1.027,0.23,56.8,15.001
NGC4559,188.9903415,27.9596837,2.024,0.341,148.34,10.283
NGC4566,189.0005175,54.2209614,1.034,0.159,71.77,13.983
NGC4553,189.031725,-39.4386132,1.414,0.287,175.1,13.227
NGC4561,189.0339225,19.3226707,1.12,0.069,61.25,13.045
ESO268-025,189.0413475,-43.9842281,1.115,0.627,111.5,15.43
NGC4565,189.086598,25.9875214,2.224,0.763,135.2,10.055
PGC042042,189.091488,-3.9217335,1.062,0.322,127.1,15.06
UGC07774,189.0943365,40.005311,1.303,0.766,100.45,14.796
ESO574-012,189.1015005,-19.3950278,1.045,0.081,44.48,13.958
NGC4564,189.11241,11.4392983,1.496,0.27,47.75,11.946
NGC4567,189.136434,11.2579573,1.437,0.105,88.99,11.934
NGC4568,189.1428405,11.2389012,1.634,0.361,28.62,11.618
PGC042068,189.145602,8.0546897,1.041,0.193,30.1,14.689
IC3576,189.1573725,6.6216645,1.361,0.024,,14.368
IC3583,189.181863,13.2588654,1.02,0.3,,13
ESO322-031,189.2031255,-42.1408333,1.249,0.14,2.7,13.87
NGC4569,189.20808,13.1633946,1.96,0.378,22.33,10.176
NGC4570,189.222507,7.2466697,1.589,0.618,159.52,11.712
IC3586,189.2285325,12.5200553,1.063,0.064,72.69,14.516
NGC4571,189.234897,14.2173507,1.552,0.032,,11.921
PGC042125,189.30513,-20.0519128,1.11,0.156,80,14.332
ESO442-013,189.306231,-28.4928213,1.393,0.415,174.03,13.533
PGC042124,189.306501,49.4483019,1.043,0.099,19.7,14.709
IC3598,189.3378645,28.2081839,1.15,0.544,139.1,15.008
NGC4589,189.354291,74.1918611,1.467,0.104,84.09,11.703
NGC4578,189.3773295,9.5550881,1.398,0.156,33.62,12.263
NGC4576,189.3897585,4.3676836,1.086,0.268,152.45,14.246
PGC042160,189.4221825,8.5587967,1.029,0.25,110.76,14.497
NGC4574,189.431217,-35.5176684,1.263,0.205,111.75,13.594
NGC4579,189.431379,11.8181349,1.7,0.116,90.22,10.438
NGC4573,189.4322595,-43.6207305,1.396,0.12,124.6,13.871
PGC170193,189.433803,-7.4653163,1.15,0.69,105.67,15.4
UGC07795,189.4388745,7.1046454,1.079,0.105,,15.332
NGC4580,189.4515825,5.3684897,1.273,0.167,155.6,12.566
NGC4575,189.463245,-40.5373838,1.314,0.221,108.56,13.148
UGC07799,189.4812705,34.022254,1.142,0.723,123.45,15.076
NGC4583,189.518964,33.4588578,1.18,0,,14.337
NGC4581,189.5215365,1.4777364,1.21,0.186,172.43,13.221
UGC07800,189.52227,-0.0270204,1.087,0.476,129.92,14.831
PGC042201,189.523467,-8.3337198,1.163,0.483,37.04,15.025
NGC4584,189.574476,13.1099008,1.206,0.162,7.75,13.755
ESO322-038,189.5766855,-41.5033825,1.262,0.365,84.22,13.769
ESO380-050,189.5854305,-35.6158962,1.075,0.195,42.49,15.327
UGC07802,189.5868825,7.8914988,1.224,0.726,56.83,14.858
ESO322-040,189.617373,-40.367827,1.1,0.169,68,14.29
NGC4586,189.618414,4.319094,1.535,0.486,115.52,12.531
ESO268-027,189.6253755,-42.8644444,1.08,0.132,135,14.28
NGC4587,189.6476205,2.6573112,1.121,0.246,46.58,13.792
UGC07806,189.6495915,1.4024248,1.231,0.761,150.34,15.2
IC3608,189.655551,10.4758891,1.525,0.867,92.79,14.707
ESO322-042,189.6705615,-42.2141769,1.286,0.517,45.07,14.569
ESO381-001,189.6811215,-33.6755287,1.124,0.58,34.43,15.317
NGC4588,189.689079,6.7680011,1.076,0.412,60.01,14.959
UGC07811,189.7033575,31.9849042,1.024,0.289,99.9,14.577
ESO506-027,189.72741,-27.3077992,1.127,0.376,69,14.659
UGC07813,189.7546995,0.3656551,1.099,0.035,,14.386
IC3615,189.756747,18.2007312,1.026,0.536,11.49,15.204
IC3611,189.767199,13.3633938,1.138,0.295,132.2,14.293
IC3612,189.769527,14.7308572,1.02,0.222,44.31,15.027
ESO381-004,189.789777,-34.7807874,1.043,0.311,129.12,14.684
UGC07820,189.797433,0.7174999,1.183,0.093,85.58,14.442
NGC4591,189.801774,6.0122708,1.152,0.262,38.96,13.837
ESO506-029,189.8142495,-26.9100805,1.054,0.197,0.25,14.444
NGC4592,189.828048,-0.5318914,1.613,0.543,94,12.322
NGC4603A,189.9036705,-40.7398103,1.265,0.468,90.1,14.266
NGC4593,189.914238,-5.3441285,1.38,0.071,37.87,11.861
IC3631,189.950043,12.9739372,1.024,0.167,91.03,14.219
ESO218-013,189.952959,-48.29275,1.092,0.431,110.25,15.31
PGC042392,189.959487,-41.1067183,1.129,0.049,36.86,14.082
UGC07824,189.9600495,1.6723532,1.165,0.306,80.87,15.093
PGC042398,189.965337,34.974881,1.01,0.222,125.65,15.391
NGC4595,189.966162,15.297731,1.183,0.198,109.93,12.938
NGC4596,189.9830865,10.1761628,1.594,0.076,120,11.298
NGC4605,189.997218,61.6091583,1.769,0.409,122.25,10.817
NGC4594,189.997701,-11.6230104,1.927,0.236,89.5,9.154
ESO322-045,190.0068795,-42.0427709,1.203,0.432,131.53,14.451
ESO322-046,190.0164195,-40.5331192,1.022,0.34,62.37,15.353
NGC4598,190.0497675,8.3837296,1.177,0.118,130.91,13.539
NGC4597,190.053696,-5.7990641,1.55,0.398,,12.873
ESO506-033,190.057521,-25.3268666,1.318,0.351,176.72,13.199
PGC042437,190.0666665,-9.2990556,1.05,0.179,27.78,14.009
PGC042445,190.072596,-43.2194222,1.147,0.173,162,14.39
IC3637,190.081473,14.7149508,1.091,0.22,19.39,14.825
NGC4600,190.095729,3.1177156,1.152,0.149,59.24,13.268
NGC4599,190.112874,1.1968875,1.233,0.374,145.28,13.492
PGC170195,190.1157915,-4.9659444,1.04,0.57,179,15.405
ESO322-048,190.123827,-41.0698209,1.114,0.7,37.62,15.428
ESO381-005,190.13625,-36.9680556,1.002,0.244,131.95,14.96
NGC4602,190.153719,-5.1325701,1.11,0.21,85.88,12.281
NGC4603C,190.179522,-40.7634036,1.262,0.62,159.42,14.239
NGC4604,190.187871,-5.3027804,1.024,0.384,104.37,14.4
NGC4601,190.1946465,-40.8931197,1.26,0.559,17.78,14.898
PGC042495,190.20045,-14.5352,1.119,0.862,,15.3
IC3639,190.2203085,-36.7559105,1.095,0.03,,13.05
IC3651,190.2204255,26.7280716,1.02,0.005,,14.514
IC3647,190.220637,10.4762157,1.126,0.204,139.73,15.132
ESO322-051,190.225017,-41.6066344,1.228,0.47,51.1,14.026
NGC4603,190.22997,-40.9763623,1.415,0.15,20.09,12.462
PGC3087032,190.230975,55.4542374,1.001,0.205,178.5,14.907
UGC07836,190.234293,29.4656013,1.1,0.556,42.58,14.856
UGC07848,190.2388275,63.5196496,1.303,0.403,60.76,14.641
NGC4606,190.239663,11.911689,1.392,0.258,14.32,12.63
ESO381-009,190.24317,-36.7320037,1.156,0.104,152.46,13.993
PGC157946,190.254771,-6.6631389,1.089,0.437,102.33,15.3
ESO268-030,190.2595695,-44.2325681,1.132,0.566,125.11,15.45
NGC4617,190.274514,50.3934172,1.449,0.73,179.56,14.095
UGC07846,190.282761,48.3276062,1.048,0.341,150.5,15.214
UGC07841,190.2982545,1.4102329,1.064,0.288,144.36,14.718
NGC4607,190.301214,11.8864689,1.457,0.695,2.34,13.662
NGC4608,190.305291,10.1557138,1.46,0.064,,11.912
PGC042549,190.3165005,-5.0091667,1.013,0.325,63.5,14.53
UGC07845,190.3182285,27.8531509,1.041,0.613,73.36,15.497
PGC042543,190.32276,18.5745437,1.103,0.269,68.72,15.323
IC3658,190.3357335,14.7006169,1.126,0.28,73.59,15.229
PGC042559,190.345374,-3.0578139,1.107,0.45,147.04,14.84
PGC042562,190.350084,-12.6142778,1.162,0.346,54.36,13.825
NGC4611,190.356036,13.7294314,1.093,0.516,124.86,14.955
NGC4614,190.381041,26.042646,1.001,0.065,151.65,14.321
NGC4612,190.386459,7.3148755,1.41,0.162,138.08,12.096
NGC4618,190.3869855,41.1509388,1.552,0.193,32.47,11.309
NGC4615,190.4054565,26.0728673,1.187,0.527,120.07,13.889
NGC4648,190.435041,74.4208611,1.148,0.082,72.75,12.945
NGC4619,190.435608,35.0627396,1.138,0.013,,13.465
NGC4625,190.4696475,41.2738703,1.148,0.122,,13.03
UGC07857,190.4761095,13.7729252,1.091,0.247,59.02,14.458
NGC4620,190.4972685,12.942836,1.205,0.045,52.25,13.375
NGC4627,190.4995545,32.5735905,1.373,0.153,21.04,13.012
NGC4621,190.509333,11.6472733,1.658,0.152,164.67,10.567
ESO007-006,190.5230445,-84.4645223,1.094,0.181,47.58,14.705
NGC4631,190.5326625,32.5425167,2.16,0.818,85.65,9.475
NGC4603D,190.5337635,-40.8208917,1.209,0.223,74.6,14.091
IC0810,190.5378945,12.5968285,1.21,0.446,167.07,14.259
NGC4623,190.544589,7.676976,1.348,0.481,175.36,13.145
IC0807,190.552062,-17.4035694,1.053,0.208,,14.605
PGC2195602,190.55265,42.2729,1.06,0.4,137,15.5
IC3687,190.5629715,38.5027002,1.524,0.035,,13.751
NGC4616,190.5685005,-40.6420278,1.117,0.09,49.79,14.39
PGC042661,190.5691665,-5.7905833,1.057,0.253,22.32,14.68
PGC042677,190.603485,-12.6770473,1.105,0.652,117.67,14.4
NGC4628,190.6053315,-6.9710151,1.216,0.459,46.33,13.95
NGC4626,190.605924,-7.0441241,1.213,0.523,39,13.71
ESO268-033,190.623843,-47.5581297,1.341,0.729,167.97,14.76
NGC4630,190.629699,3.9597647,1.221,0.139,10.21,13.04
NGC4632,190.6347045,-0.0817873,1.408,0.416,59.05,12.269
NGC4629,190.636164,-1.3505518,1.012,0.16,89.73,13.902
NGC4633,190.655604,14.357236,1.248,0.375,32.66,13.751
NGC4622,190.6567545,-40.7442267,1.258,0.066,9.33,13.977
NGC4635,190.6634775,19.9454655,1.288,0.142,175.36,13.24
UGC07873,190.66965,1.3457877,1.123,0.35,156.09,14.903
NGC4634,190.6703655,14.296135,1.392,0.616,155.5,13.041
NGC4644,190.677753,55.1455026,1.18,0.379,51.06,14.6
NGC4638,190.697583,11.4424897,1.363,0.186,123.3,12.063
UGC07882,190.6982865,33.2876992,1.077,0.713,58.83,15.455
PGC042730,190.703754,-12.390791,1.207,0.28,47.95,14.78
NGC4636,190.706964,2.6887035,1.803,0.131,149.74,10.042
ESO442-015,190.711599,-30.4096761,1.027,0.123,11.22,14.099
NGC4639,190.718337,13.2572415,1.458,0.183,138.01,12.082
PGC042725,190.719441,55.1457756,1.047,0.53,138.89,15.134
NGC4637,190.725375,11.4382778,1.111,0.262,91.41,14.89
UGC07883,190.7386275,-1.2293804,1.405,0.634,75.81,14.15
NGC4640,190.7407455,12.2869079,1.207,0.256,53.18,14.166
ESO268-034,190.7652675,-42.9135311,1.274,0.544,173.64,14.53
NGC4645A,190.7731725,-41.3588599,1.482,0.494,29.62,13.458
NGC4641,190.781982,12.0510808,1.107,0.086,172.29,13.721
NGC4642,190.8239955,-0.644312,1.189,0.464,26.85,13.809
NGC4652,190.8322665,58.9648473,1.042,0.467,40.26,15.343
NGC4643,190.833783,1.9784809,1.35,0.107,131.66,11.225
NGC4645B,190.8798945,-41.3624812,1.334,0.383,157.9,13.48
NGC4647,190.8856995,11.5821254,1.439,0.066,138.67,11.595
ESO574-024,190.891161,-20.843015,1.214,0.301,147.98,14.615
PGC042824,190.8958935,-35.7464311,1.028,0.105,144.5,14.68
UGC07908,190.9086435,73.6133058,1.126,0.618,50.33,15.226
NGC4649,190.9165035,11.5527063,1.831,0.095,104.6,9.793
NGC4651,190.9277505,16.3935072,1.588,0.176,76.84,11.37
IC3704,190.9399455,10.7700085,1.107,0.55,41.48,14.721
ESO574-025,190.946166,-20.1554722,1.047,0.426,116.66,15.471
PGC042346,190.955928,54.9049711,1.19,0.56,23.53,14.792
NGC4622B,190.960881,-40.7172456,1.061,0.173,67.5,15.274
NGC4653,190.9622145,-0.5612163,1.364,0.046,17.23,12.775
NGC4654,190.9858845,13.1265165,1.674,0.278,122.91,11.086
NGC4656,190.990431,32.1696375,1.81,0.99,35.61,9.82
PGC042868,191.0147085,-5.6756944,1.35,0.04,,13.031
ESO381-012,191.0219505,-34.2020535,1.044,0.119,22.75,13.416
PGC042865,191.035752,48.644427,1.008,0.38,58.05,15.249
PGC170198,191.038275,-7.5674341,1.023,0.145,42,14.84
ESO381-014,191.039925,-36.5110274,1.235,0.791,2.02,15.21
NGC4645,191.041611,-41.7499349,1.294,0.344,46.21,12.881
PGC899795,191.061162,-16.3093777,1.16,0.79,19.67,15.33
NGC4650,191.081688,-40.7318327,1.484,0.174,110.71,12.71
PGC042902,191.106522,3.5251757,1.073,0.294,148.22,15.474
NGC4662,191.1092145,37.1212774,1.263,0.094,60.04,13.531
PGC042909,191.1171165,-3.0052348,1.015,0.273,151.75,15.178
UGC07911,191.1198855,0.4681025,1.301,0.26,15,13.554
NGC4659,191.1225,13.4985547,1.243,0.15,176.04,12.964
NGC4660,191.133249,11.1905117,1.321,0.124,100,12.046
UGC07922,191.1354435,56.1502471,1.199,0.995,136.5,15.101
ESO507-006,191.142852,-24.2753215,1.015,0.326,22.31,15.142
ESO381-017,191.1440835,-33.9057778,1.145,0.042,,14.47
NGC4658,191.157417,-10.0831111,1.14,0.206,2.67,12.939
IC3726,191.1773955,40.6789516,1.124,0.663,115.25,15.391
IC3718,191.189316,12.3516941,1.348,0.489,71.42,13.959
NGC4669,191.1943485,54.8757905,1.186,0.609,1.69,14.117
NGC4663,191.196042,-10.1977496,1.031,0.103,170.25,14.01
IC3720,191.1975,12.0647001,1.369,0.236,125,14.982
NGC4650A,191.2041945,-40.7141171,1.164,0.65,172.21,13.92
ESO574-029,191.215992,-20.4264836,1.063,0.023,,13.667
PGC042963,191.239035,-0.0431144,1.064,0.139,13.95,15.1
ESO268-037,191.2717905,-44.005536,1.172,0.266,131.42,14.288
IC3727,191.2734975,10.9009106,1.093,0.064,138.84,14.715
NGC4624,191.2747005,3.0555045,1.655,0,,11.116
NGC4666,191.2859775,-0.4618785,1.696,0.402,40.53,11.455
PGC158040,191.303577,1.8048134,1.081,0.18,33.78,15.495
ESO322-072,191.312268,-40.8241826,1.07,0.454,116.17,14.647
IC3735,191.3350485,13.6927443,1.073,0.133,151,14.574
NGC4675,191.382879,54.7375711,1.128,0.499,91.69,14.842
IC3742,191.382897,13.332096,1.014,0.5,44.74,14.128
NGC4668,191.383203,-0.5355056,1.201,0.238,3.12,13.553
NGC4673,191.3944995,27.060778,1.028,0.104,170.82,14.78
UGC07934,191.4110535,35.0838147,1.032,0.314,84.61,15.356
PGC043017,191.412345,-7.7650384,1.183,0.569,86.38,14.58
PGC043020,191.4223275,-6.0690114,1.41,0.154,19.5,13.009
ESO507-008,191.4232575,-26.6340499,1.163,0.063,78.15,13.978
